Date,Unemployment_Rate,Change_Unemployment_Rate,10_year_interest,Change_10_year_interest,Real_Personal_Consumption_Expenditure,Change_Real_Personal_Consumption_Expenditure,Median_CPI,Change_Median_CPI,Personal_Consumption_Expenditure,Change_Personal_Consumption_Expenditure,Money_Supply,Change_Money_Supply,Sticky_Price_CPI,Change_Sticky_Price_CPI
2021-02-01,6.2,-0.03225806451612906,-0.2308238,-0.01816714740854283,14037.8,-0.0101796577811339,2.79187179404496,0.5804743160788607,14948.2,-0.006629560749789175,7426.8,0.008267356061830202,1.405123,0.003240997407344373
2021-03-01,6.1,-0.016393442622950907,0.01250687,19.455760713911634,14629.3,0.04043255658165463,2.45230811885555,-0.13846697018965087,15657.6,0.045307071326384604,7481.2,0.007271560712185162,1.592366,0.11758791634586524
2021-04-01,6.1,0.0,0.11804694,0.8940517221369736,14730.7,0.006883583264882283,2.90626910167791,0.15620060185076107,15854.1,0.01239427025185914,7551.4,0.009296289429774588,2.209393,0.27927444325206063
2021-05-01,5.8,-0.051724137931034454,0.03694758,-2.1949843535084033,14689.6,-0.0027978978324801466,3.25571552598809,0.10733321800408988,15890.0,0.0022592825676525886,7617.8,0.008716427314972899,2.562825,0.1379071922585429
2021-06-01,5.9,0.01694915254237297,-0.00566485,7.522252133772298,14816.4,0.008558084284981457,3.75085967160498,0.13200817651624366,16108.5,0.013564267312288544,7571.8,-0.006075173670725587,2.558145,-0.0018294506370827367
2021-07-01,5.4,-0.09259259259259259,0.03504108,1.161663110840191,14784.0,-0.002191558441558417,3.03001455558991,-0.23790153571547093,16150.8,0.00261906530945831,7580.6,0.0011608579795794767,2.323597,-0.10094177260514633
2021-08-01,5.1,-0.05882352941176485,-0.26101879,1.1342473467140048,14863.0,0.0053152122720850434,4.0529206723710605,0.252387401449613,16305.6,0.009493670886076016,7636.0,0.0072551073860659555,2.332419,0.003782339279520483
2021-09-01,4.7,-0.08510638297872329,-0.19473087,-0.3404078665082737,14899.4,0.00244305139804285,4.93068961392651,0.17802153659728054,16398.9,0.00568940599674375,7652.7,0.0021822363348883165,2.610662,0.10657948060683468
2021-10-01,4.5,-0.04444444444444448,0.08790114,3.215339528019773,14997.3,0.006527841678168713,6.58162335190871,0.2508398991722034,16613.8,0.0129350299148899,7647.4,-0.0006930460025629864,3.007604,0.13197947602144436
2021-11-01,4.1,-0.0975609756097562,0.16399788,0.46401051037976837,15019.2,0.001458133589006169,5.921977524520989,-0.11138945135410272,16741.6,0.007633678979308984,7645.1,-0.0003008462937043691,3.184384,0.05551466154835596
2021-12-01,3.9,-0.05128205128205122,0.09168917,-0.7886286897351128,14970.4,-0.003259765938117959,4.864243460542441,-0.21745088882960525,16799.2,0.0034287347016525895,7654.7,0.0012541314486523905,3.456458,0.078714684222982
2022-01-01,4.0,0.025000000000000022,0.3194951,0.7130185408164319,14971.1,4.6756751340965434e-05,6.73598572134309,0.27787206479223975,16888.6,0.005293511599540389,7632.1,-0.0029611771334232327,3.965498,0.12836723155578444
2022-02-01,3.8,-0.052631578947368474,0.44159289,0.2764940123922739,14980.6,0.0006341535052000587,6.375188165836019,-0.056594024540412395,16999.7,0.006535409448402159,7594.4,-0.0049641841356790175,4.280304,0.0735475797980704
2022-03-01,3.6,-0.05555555555555548,0.34708992,-0.27227229762247207,15034.0,0.00355194891579085,6.22131864885611,-0.024732621115332247,17203.6,0.011852170475946769,7550.5,-0.005814184491093257,4.534344,0.05602574484864841
2022-04-01,3.7,0.02702702702702705,0.94940027,0.634411395311695,15081.7,0.0031627734273988162,6.92388263628694,0.10146965573171426,17310.5,0.006175442650414573,7519.7,-0.004095908081439443,4.703935,0.036053006684828866
2022-05-01,3.6,-0.0277777777777778,1.20389776,0.21139460380755254,15060.0,-0.0014409030544489194,7.588878771024411,0.08762771877138625,17384.8,0.00427384841930878,7443.8,-0.010196405061930685,4.950974,0.0498970505601524
2022-06-01,3.6,0.0,1.02509351,-0.1744272578606024,15065.8,0.00038497789695862635,8.01045995451126,0.05262883603199678,17550.0,0.009413105413105454,7337.2,-0.014528703047484104,5.39633,0.08252942277436692
2022-07-01,3.5,-0.0285714285714286,1.06217493,0.034910840910169126,15069.1,0.00021899118062797986,5.988326180119151,-0.33767929694702664,17556.4,0.00036453942721750783,7336.5,-9.541334423769074e-05,5.59073,0.034771845537165974
2022-08-01,3.6,0.0277777777777778,0.8556253,-0.24140196649164072,15136.3,0.004439658304869678,8.04803616793306,0.25592702925723726,17692.2,0.007675698895558454,7325.1,-0.0015562927468566485,5.951312,0.060588656753334386
2022-09-01,3.5,-0.0285714285714286,1.20424868,0.2894945087255566,15176.7,0.0026619752647150867,7.72921604833856,-0.04124870072211677,17804.0,0.006279487755560508,7257.6,-0.009300595238095238,6.348017,0.06249274379699989
